0,4.28125
0.116129032,4.28125
0.219354839,4.28125
0.322580645,4.28125
0.412903226,4.296875
0.529032258,4.3125
0.632258065,4.296875
0.709677419,4.296875
0.825806452,4.296875
0.929032258,4.296875
1.019354839,4.296875
1.135483871,4.296875
1.225806452,4.296875
1.329032258,4.28125
1.432258065,4.296875
1.522580645,4.28125
1.625806452,4.28125
1.729032258,4.28125
1.84516129,4.28125
1.948387097,4.265625
2.051612903,4.28125
2.15483871,4.28125
2.24516129,4.265625
2.361290323,4.28125
2.451612903,4.265625
2.55483871,4.265625
2.64516129,4.28125
2.761290323,4.28125
2.864516129,4.28125
2.967741935,4.28125
3.058064516,4.28125
3.148387097,4.296875
3.264516129,4.296875
3.380645161,4.296875
3.458064516,4.28125
3.574193548,4.28125
3.664516129,4.296875
3.780645161,4.265625
3.883870968,4.265625
3.974193548,4.28125
4.064516129,4.265625
4.193548387,4.25
4.283870968,4.25
4.374193548,4.25
4.490322581,4.25
4.580645161,4.234375
4.696774194,4.21875
4.774193548,4.21875
4.903225806,4.21875
4.980645161,4.21875
5.083870968,4.21875
5.2,4.21875
5.303225806,4.203125
5.406451613,4.1875
5.509677419,4.203125
5.612903226,4.21875
5.716129032,4.21875
5.806451613,4.21875
5.896774194,4.203125
6.012903226,4.21875
6.116129032,4.21875
6.206451613,4.203125
6.322580645,4.203125
60,4.171875
