0,78.67298578
0.109339408,77.96208531
0.20501139,77.96208531
0.328018223,78.43601896
0.423690205,77.25118483
0.519362187,74.17061611
0.615034169,62.55924171
0.697038724,50
0.806378132,31.51658768
0.91571754,21.09004739
1.025056948,15.63981043
1.120728929,13.507109
1.230068337,11.13744076
1.325740319,9.241706161
1.421412301,8.293838863
1.530751708,7.345971564
1.62642369,6.872037915
1.722095672,6.161137441
1.83143508,5.450236967
1.913439636,4.976303318
2.022779043,4.502369668
2.118451025,4.502369668
2.227790433,4.265402844
2.337129841,4.265402844
2.419134396,4.028436019
2.528473804,3.55450237
2.637813212,3.317535545
2.719817768,3.317535545
2.829157175,3.317535545
2.938496583,3.317535545
3.034168565,3.08056872
3.143507973,3.08056872
3.225512528,3.08056872
3.334851936,2.843601896
3.444191344,2.843601896
3.539863326,2.606635071
3.649202733,2.606635071
3.744874715,2.606635071
3.840546697,2.606635071
3.949886105,2.369668246
4.045558087,2.369668246
4.141230068,2.369668246
4.250569476,2.132701422
4.346241458,2.132701422
4.455580866,2.132701422
4.564920273,2.369668246
4.646924829,1.895734597
4.756264237,1.895734597
4.865603645,1.895734597
4.961275626,1.895734597
5.056947608,1.895734597
5.166287016,1.895734597
5.275626424,1.895734597
5.343963554,1.895734597
5.466970387,1.895734597
5.589977221,1.895734597
5.658314351,1.658767773
5.767653759,1.658767773
5.876993166,1.658767773
5.972665148,1.658767773
6.054669704,1.658767773
6.177676538,1.658767773
6.273348519,1.658767773
6.355353075,1.658767773
6.464692483,1.658767773
15,1.184834123
